clip_id,source,model,profile,sweep_kind,prompt_id,pattern,register,timing_variant,technique,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,seed,base_seed,noise_group,replicate,w_tech,w_cc,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,status
leap_mid_short-rep03__t-legato_slur__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_mid_short,leap,mid,short,legato_slur,49,p,32,32,,2925560563385310664,20260826,leap_mid_short-rep03,3,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_mid_short-rep03__t-legato_slur__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_mid_short-rep03__t-legato_slur__d-p__s-guidance__w-wt05_wc10.wav,planned
leap_mid_short-rep04__t-legato_slur__d-p__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_mid_short,leap,mid,short,legato_slur,49,p,32,32,,1112767966883838800,20260826,leap_mid_short-rep04,4,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_mid_short-rep04__t-legato_slur__d-p__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_mid_short-rep04__t-legato_slur__d-p__s-guidance__w-wt05_wc10.wav,planned
leap_mid_short-rep01__t-legato_slur__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_mid_short,leap,mid,short,legato_slur,49,mf,64,64,,4683260332127149966,20260826,leap_mid_short-rep01,1,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_mid_short-rep01__t-legato_slur__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_mid_short-rep01__t-legato_slur__d-mf__s-guidance__w-wt05_wc10.wav,planned
leap_mid_short-rep02__t-legato_slur__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_mid_short,leap,mid,short,legato_slur,49,mf,64,64,,2408855762630770811,20260826,leap_mid_short-rep02,2,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_mid_short-rep02__t-legato_slur__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_mid_short-rep02__t-legato_slur__d-mf__s-guidance__w-wt05_wc10.wav,planned
leap_mid_short-rep03__t-legato_slur__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_mid_short,leap,mid,short,legato_slur,49,mf,64,64,,2925560563385310664,20260826,leap_mid_short-rep03,3,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_mid_short-rep03__t-legato_slur__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_mid_short-rep03__t-legato_slur__d-mf__s-guidance__w-wt05_wc10.wav,planned
leap_mid_short-rep04__t-legato_slur__d-mf__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_mid_short,leap,mid,short,legato_slur,49,mf,64,64,,1112767966883838800,20260826,leap_mid_short-rep04,4,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_mid_short-rep04__t-legato_slur__d-mf__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_mid_short-rep04__t-legato_slur__d-mf__s-guidance__w-wt05_wc10.wav,planned
leap_mid_short-rep01__t-legato_slur__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_mid_short,leap,mid,short,legato_slur,49,f,96,96,,4683260332127149966,20260826,leap_mid_short-rep01,1,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_mid_short-rep01__t-legato_slur__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_mid_short-rep01__t-legato_slur__d-f__s-guidance__w-wt05_wc10.wav,planned
leap_mid_short-rep02__t-legato_slur__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_mid_short,leap,mid,short,legato_slur,49,f,96,96,,2408855762630770811,20260826,leap_mid_short-rep02,2,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_mid_short-rep02__t-legato_slur__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_mid_short-rep02__t-legato_slur__d-f__s-guidance__w-wt05_wc10.wav,planned
leap_mid_short-rep03__t-legato_slur__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_mid_short,leap,mid,short,legato_slur,49,f,96,96,,2925560563385310664,20260826,leap_mid_short-rep03,3,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_mid_short-rep03__t-legato_slur__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_mid_short-rep03__t-legato_slur__d-f__s-guidance__w-wt05_wc10.wav,planned
leap_mid_short-rep04__t-legato_slur__d-f__s-guidance__w-wt05_wc10,model,VIOLET,sweep_guidance,guidance,leap_mid_short,leap,mid,short,legato_slur,49,f,96,96,,1112767966883838800,20260826,leap_mid_short-rep04,4,0.5,1.0,,False,0.75,data/midi/sweep/guidance/wt05_wc10/leap_mid_short-rep04__t-legato_slur__d-f__s-guidance__w-wt05_wc10.mid,data/model_audio/sweep/leap_mid_short-rep04__t-legato_slur__d-f__s-guidance__w-wt05_wc10.wav,planned
