clip_id,source,model,profile,prompt_id,pattern,register,technique,analysis_tier,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,seed,base_seed,noise_group,replicate,w_tech,w_cc,sampling_steps,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,status
long_mid-rep10__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,8777356498412884037,20260826,long_mid-rep10,10,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep10__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep10__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep11__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,3837073530838518938,20260826,long_mid-rep11,11,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep11__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep11__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep12__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,6690583584390824122,20260826,long_mid-rep12,12,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep12__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep12__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep13__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,8568505044662597696,20260826,long_mid-rep13,13,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep13__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep13__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep14__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,8869663833154817566,20260826,long_mid-rep14,14,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep14__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep14__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep15__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,5691463978762447640,20260826,long_mid-rep15,15,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep15__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep15__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep16__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,2698727086752418602,20260826,long_mid-rep16,16,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep16__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep16__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep17__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,2543514915905863799,20260826,long_mid-rep17,17,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep17__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep17__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep18__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,161838257894585116,20260826,long_mid-rep18,18,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep18__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep18__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep19__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,9153745954488505257,20260826,long_mid-rep19,19,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep19__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep19__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep20__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,1242008872707519527,20260826,long_mid-rep20,20,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep20__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep20__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep21__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,903497355338963400,20260826,long_mid-rep21,21,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep21__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep21__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep22__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,5941548280864997564,20260826,long_mid-rep22,22,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep22__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep22__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep23__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,111275651223320113,20260826,long_mid-rep23,23,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep23__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep23__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep24__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,6402158664496109408,20260826,long_mid-rep24,24,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep24__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep24__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep25__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,5808091232706402222,20260826,long_mid-rep25,25,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep25__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep25__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep26__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,6158762468003731855,20260826,long_mid-rep26,26,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep26__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep26__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep27__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,4612858976968463430,20260826,long_mid-rep27,27,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep27__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep27__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep28__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,585380395906561767,20260826,long_mid-rep28,28,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep28__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep28__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep29__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,4389340082468359379,20260826,long_mid-rep29,29,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep29__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep29__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep30__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,2403718109158156768,20260826,long_mid-rep30,30,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep30__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep30__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep31__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,527109472395268228,20260826,long_mid-rep31,31,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep31__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep31__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep32__t-pizzicato__d-mf__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,5189455605149578733,20260826,long_mid-rep32,32,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep32__t-pizzicato__d-mf__p-constant.mid,data/model_audio/long_mid-rep32__t-pizzicato__d-mf__p-constant.wav,planned
long_mid-rep01__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,2414620467749426856,20260826,long_mid-rep01,1,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep01__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep01__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep02__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,3846867439791281892,20260826,long_mid-rep02,2,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep02__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep02__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep03__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,548595801488613714,20260826,long_mid-rep03,3,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep03__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep03__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep04__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,9129420224803651025,20260826,long_mid-rep04,4,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep04__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep04__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep05__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,6883317994501214753,20260826,long_mid-rep05,5,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep05__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep05__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep06__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,2951649299075561633,20260826,long_mid-rep06,6,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep06__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep06__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep07__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,8659532846376918466,20260826,long_mid-rep07,7,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep07__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep07__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep08__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,8953597790804122329,20260826,long_mid-rep08,8,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep08__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep08__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep09__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,2893835258090468451,20260826,long_mid-rep09,9,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep09__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep09__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep10__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,8777356498412884037,20260826,long_mid-rep10,10,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep10__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep10__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep11__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,3837073530838518938,20260826,long_mid-rep11,11,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep11__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep11__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep12__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,6690583584390824122,20260826,long_mid-rep12,12,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep12__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep12__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep13__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,8568505044662597696,20260826,long_mid-rep13,13,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep13__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep13__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep14__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,8869663833154817566,20260826,long_mid-rep14,14,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep14__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep14__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep15__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,5691463978762447640,20260826,long_mid-rep15,15,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep15__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep15__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep16__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,2698727086752418602,20260826,long_mid-rep16,16,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep16__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep16__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep17__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,2543514915905863799,20260826,long_mid-rep17,17,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep17__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep17__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep18__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,161838257894585116,20260826,long_mid-rep18,18,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep18__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep18__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep19__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,9153745954488505257,20260826,long_mid-rep19,19,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep19__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep19__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep20__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,1242008872707519527,20260826,long_mid-rep20,20,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep20__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep20__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep21__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,903497355338963400,20260826,long_mid-rep21,21,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep21__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep21__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep22__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,5941548280864997564,20260826,long_mid-rep22,22,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep22__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep22__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep23__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,111275651223320113,20260826,long_mid-rep23,23,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep23__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep23__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep24__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,6402158664496109408,20260826,long_mid-rep24,24,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep24__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep24__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep25__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,5808091232706402222,20260826,long_mid-rep25,25,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep25__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep25__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep26__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,6158762468003731855,20260826,long_mid-rep26,26,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep26__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep26__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep27__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,4612858976968463430,20260826,long_mid-rep27,27,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep27__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep27__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep28__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,585380395906561767,20260826,long_mid-rep28,28,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep28__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep28__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep29__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,4389340082468359379,20260826,long_mid-rep29,29,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep29__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep29__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep30__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,2403718109158156768,20260826,long_mid-rep30,30,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep30__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep30__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep31__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,527109472395268228,20260826,long_mid-rep31,31,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep31__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep31__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep32__t-pizzicato__d-f__p-constant,model,VIOLET,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,5189455605149578733,20260826,long_mid-rep32,32,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep32__t-pizzicato__d-f__p-constant.mid,data/model_audio/long_mid-rep32__t-pizzicato__d-f__p-constant.wav,planned
long_mid-rep01__t-legato_slur__d-p__p-constant,model,VIOLET,constant,long_mid,long,mid,legato_slur,real_counterfactual_primary,49,p,32,32,,2414620467749426856,20260826,long_mid-rep01,1,1.0,1.0,30,69.0,True,0.75,data/midi/full/model/long_mid-rep01__t-legato_slur__d-p__p-constant.mid,data/model_audio/long_mid-rep01__t-legato_slur__d-p__p-constant.wav,planned
